loan_amnt,int_rate,purpose,grade,annual_inc,revol_util,emp_length,dti,delinq_2yrs,home_ownership,is_late
35000,0.1106,debt_consolidation,B,160000.0,0.6890000000000001,10+ years,29.35,0,MORTGAGE,0
8000,0.0667,debt_consolidation,A,110000.0,0.106,10+ years,8.83,0,OWN,0
20000,0.19920000000000002,debt_consolidation,D,50000.0,0.43,10+ years,14.21,0,MORTGAGE,0
20000,0.1502,credit_card,C,150000.0,0.402,10+ years,8.03,1,MORTGAGE,0
13000,0.0611,debt_consolidation,A,100000.0,0.397,6 years,15.35,0,MORTGAGE,0
20000,0.0784,other,A,89458.0,0.581,10+ years,17.88,0,MORTGAGE,0
20000,0.1273,credit_card,B,60000.0,0.604,5 years,25.21,0,RENT,0
40000,0.1447,debt_consolidation,C,97000.0,0.094,4 years,15.21,1,MORTGAGE,0
20000,0.1894,home_improvement,D,80000.0,0.25,5 years,3.45,0,RENT,0
35475,0.1691,credit_card,C,115000.0,0.915,10+ years,9.67,0,MORTGAGE,0
24000,0.1155,credit_card,B,170000.0,0.83,< 1 year,20.3,0,RENT,0
8000,0.1056,credit_card,B,40000.0,0.638,6 years,5.13,0,OWN,0
5800,0.0611,credit_card,A,26000.0,0.381,1 year,14.82,1,RENT,0
8800,0.1047,credit_card,B,88000.0,0.109,10+ years,1.05,0,RENT,0
4700,0.0784,small_business,A,155000.0,0.14,4 years,16.28,0,MORTGAGE,0
22000,0.0721,credit_card,A,65000.0,0.337,6 years,18.8,0,RENT,0
9000,0.1502,major_purchase,C,168000.0,0.797,10+ years,25.34,0,MORTGAGE,0
20000,0.0721,debt_consolidation,A,125000.0,0.423,10+ years,23.47,0,OWN,0
6000,0.1356,debt_consolidation,C,70000.0,0.893,2 years,19.17,0,OWN,0
14150,0.2437,credit_card,E,125000.0,0.58,10+ years,11.44,0,MORTGAGE,0
8000,0.0784,credit_card,A,50000.0,0.359,1 year,3.31,1,MORTGAGE,0
14500,0.1797,debt_consolidation,D,102440.0,0.466,10+ years,20.56,1,MORTGAGE,0
2000,0.1447,debt_consolidation,C,30000.0,0.765,10+ years,15.56,0,RENT,0
5200,0.19920000000000002,home_improvement,D,86000.0,0.348,3 years,1.6,0,MORTGAGE,0
20000,0.1447,credit_card,C,100000.0,0.757,2 years,5.95,0,RENT,0
26000,0.0611,debt_consolidation,A,50000.0,0.033,3 years,5.57,0,MORTGAGE,0
10000,0.1502,debt_consolidation,C,100000.0,0.253,10+ years,24.34,0,RENT,0
10200,0.23870000000000002,debt_consolidation,E,45000.0,0.449,< 1 year,9.15,0,MORTGAGE,0
15000,0.1273,debt_consolidation,B,95000.0,0.266,3 years,20.34,0,MORTGAGE,0
28000,0.1008,debt_consolidation,B,80000.0,0.43200000000000005,< 1 year,18.47,0,RENT,0
2000,0.2089,major_purchase,D,28000.0,0.0,2 years,9.86,0,RENT,0
13000,0.1691,credit_card,C,46000.0,0.645,2 years,26.85,0,RENT,0
20000,0.1155,credit_card,B,81000.0,0.376,2 years,16.39,0,RENT,0
9600,0.1106,debt_consolidation,B,70000.0,0.762,,28.37,0,OWN,0
6800,0.1447,debt_consolidation,C,23000.0,0.462,< 1 year,36.43,0,RENT,0
10000,0.1502,debt_consolidation,C,22000.0,0.243,,34.7,0,RENT,0
40000,0.0611,debt_consolidation,A,200000.0,0.738,,11.03,0,MORTGAGE,0
23750,0.23399999999999999,debt_consolidation,E,79300.0,0.695,10+ years,25.35,0,MORTGAGE,0
20000,0.1502,debt_consolidation,C,60200.0,0.21,10+ years,15.71,0,MORTGAGE,0
26000,0.0721,debt_consolidation,A,78000.0,0.091,10+ years,24.59,0,RENT,0
10000,0.1047,credit_card,B,40000.0,0.645,10+ years,23.82,0,MORTGAGE,0
12000,0.2235,other,D,106000.0,0.91,6 years,27.86,1,RENT,0
12000,0.1008,debt_consolidation,B,34000.0,0.40299999999999997,1 year,19.66,0,RENT,0
10000,0.1797,debt_consolidation,D,275000.0,0.166,< 1 year,3.96,2,RENT,0
15375,0.0611,debt_consolidation,A,305000.0,0.258,5 years,5.78,0,RENT,0
10000,0.1356,debt_consolidation,C,66000.0,0.7609999999999999,10+ years,8.4,1,MORTGAGE,0
11000,0.2235,debt_consolidation,D,26899.0,0.7170000000000001,10+ years,19.41,0,OWN,0
2000,0.1502,small_business,C,74000.0,0.573,10+ years,7.74,0,MORTGAGE,0
10000,0.1105,debt_consolidation,B,26000.0,0.35200000000000004,,12.0,0,RENT,0
40000,0.0721,credit_card,A,128000.0,0.251,10+ years,31.2,0,RENT,0
35000,0.08460000000000001,debt_consolidation,A,80000.0,0.5539999999999999,< 1 year,24.0,0,RENT,0
10000,0.0667,credit_card,A,70000.0,0.674,10+ years,14.33,0,MORTGAGE,0
10800,0.23399999999999999,debt_consolidation,E,33000.0,0.6559999999999999,3 years,22.51,0,RENT,0
5000,0.1106,credit_card,B,50000.0,0.601,6 years,16.74,0,RENT,0
13000,0.1106,debt_consolidation,B,41000.0,0.863,10+ years,20.99,0,MORTGAGE,0
25000,0.053099999999999994,credit_card,A,55000.0,0.21600000000000003,10+ years,19.64,0,OWN,0
12500,0.0784,debt_consolidation,A,57600.0,0.07400000000000001,10+ years,20.88,1,MORTGAGE,0
32000,0.19920000000000002,debt_consolidation,D,169614.0,0.991,< 1 year,15.71,0,RENT,0
18000,0.0667,other,A,160000.0,0.18899999999999997,< 1 year,8.71,0,MORTGAGE,0
20000,0.1356,credit_card,C,125000.0,0.972,10+ years,20.6,0,RENT,0
20000,0.1447,debt_consolidation,C,45000.0,0.551,4 years,6.93,0,RENT,1
10000,0.1106,debt_consolidation,B,80438.0,0.527,7 years,15.04,0,RENT,0
4800,0.0611,debt_consolidation,A,70080.0,0.26899999999999996,4 years,23.05,1,MORTGAGE,0
20000,0.1155,debt_consolidation,B,85000.0,0.789,6 years,11.93,0,RENT,0
10000,0.0667,debt_consolidation,A,45000.0,0.272,,29.68,0,OWN,0
20000,0.1273,debt_consolidation,B,400000.0,0.364,8 years,11.96,1,MORTGAGE,0
15000,0.1447,home_improvement,C,53535.0,0.419,10+ years,6.72,0,MORTGAGE,0
25000,0.1273,debt_consolidation,B,63000.0,0.24100000000000002,,12.08,0,MORTGAGE,0
26000,0.1691,debt_consolidation,C,45744.0,0.8909999999999999,10+ years,14.8,0,RENT,0
15000,0.1797,credit_card,D,55000.0,0.69,2 years,18.22,0,RENT,0
12000,0.0784,other,A,80000.0,0.155,1 year,9.5,1,MORTGAGE,0
4500,0.1106,other,B,36000.0,0.159,2 years,3.33,0,RENT,0
12000,0.1106,debt_consolidation,B,60000.0,0.7,10+ years,11.04,0,RENT,0
15500,0.0721,credit_card,A,85000.0,0.506,3 years,16.57,0,MORTGAGE,0
32000,0.1691,debt_consolidation,C,135000.0,0.836,1 year,30.41,1,MORTGAGE,0
40000,0.0611,home_improvement,A,200000.0,0.011000000000000001,1 year,6.4,0,MORTGAGE,0
25000,0.1691,home_improvement,C,90000.0,0.624,< 1 year,19.36,1,MORTGAGE,0
22575,0.1356,debt_consolidation,C,72000.0,0.507,10+ years,27.85,0,MORTGAGE,0
40000,0.0611,credit_card,A,125000.0,0.48700000000000004,1 year,21.2,0,RENT,0
17225,0.2727,debt_consolidation,E,24000.0,0.402,6 years,26.65,0,RENT,0
7000,0.08460000000000001,debt_consolidation,A,55000.0,0.152,2 years,14.71,0,MORTGAGE,0
4000,0.0784,credit_card,A,28000.0,0.179,2 years,25.55,0,OWN,0
15000,0.1502,debt_consolidation,C,25000.0,0.285,3 years,28.47,0,RENT,0
16925,0.1447,debt_consolidation,C,72500.0,0.322,8 years,14.15,2,MORTGAGE,0
14450,0.1797,credit_card,D,57000.0,0.95,1 year,12.84,0,OWN,0
10000,0.16140000000000002,debt_consolidation,C,65000.0,0.48,,25.76,0,MORTGAGE,0
10000,0.0784,debt_consolidation,A,46675.0,0.17300000000000001,3 years,21.27,0,MORTGAGE,0
8500,0.1008,debt_consolidation,B,60000.0,0.698,5 years,14.64,0,MORTGAGE,0
8000,0.1106,credit_card,B,36000.0,0.7490000000000001,,22.67,0,OWN,0
12000,0.0784,credit_card,A,60000.0,0.409,10+ years,12.2,2,MORTGAGE,0
5625,0.1502,other,C,25000.0,0.11699999999999999,,6.91,0,RENT,0
30000,0.1502,debt_consolidation,C,148730.2,0.631,6 years,9.42,1,MORTGAGE,0
18150,0.2089,debt_consolidation,D,80000.0,0.69,10+ years,27.86,1,MORTGAGE,0
40000,0.061900000000000004,debt_consolidation,A,350000.0,0.377,10+ years,3.97,0,MORTGAGE,0
31500,0.0667,credit_card,A,105000.0,0.36700000000000005,6 years,15.87,0,MORTGAGE,0
2550,0.0611,credit_card,A,31000.0,0.067,4 years,6.7,0,MORTGAGE,0
15000,0.0667,credit_card,A,150000.0,0.62,2 years,9.33,0,MORTGAGE,0
8000,0.16140000000000002,debt_consolidation,C,70000.0,0.489,10+ years,34.65,0,MORTGAGE,0
20000,0.16140000000000002,debt_consolidation,C,75000.0,0.579,4 years,23.97,0,RENT,0
10000,0.1502,home_improvement,C,154000.0,0.67,6 years,23.68,2,MORTGAGE,0
10000,0.1008,debt_consolidation,B,70000.0,0.804,8 years,26.41,0,MORTGAGE,0
20000,0.1155,debt_consolidation,B,120000.0,0.32299999999999995,10+ years,16.57,0,MORTGAGE,0
10000,0.1106,credit_card,B,48000.0,0.078,2 years,2.5,0,RENT,0
25000,0.2089,debt_consolidation,D,130000.0,0.428,6 years,13.09,0,RENT,0
1000,0.2235,other,D,25608.0,0.332,,34.11,0,RENT,0
30000,0.0667,debt_consolidation,A,100000.0,0.355,,9.99,0,MORTGAGE,0
7000,0.1047,other,B,82000.0,0.275,1 year,11.82,0,RENT,0
15000,0.1447,debt_consolidation,C,50000.0,0.603,10+ years,39.68,0,MORTGAGE,0
10000,0.0611,home_improvement,A,99000.0,0.005,5 years,10.72,0,OWN,0
25000,0.1008,debt_consolidation,B,105000.0,0.184,2 years,16.03,0,MORTGAGE,0
6000,0.1008,credit_card,B,70000.0,0.43700000000000006,2 years,37.73,0,MORTGAGE,0
20000,0.0611,debt_consolidation,A,110000.0,0.418,10+ years,19.18,0,MORTGAGE,0
6000,0.1447,debt_consolidation,C,26000.0,0.9390000000000001,1 year,7.62,0,RENT,0
7500,0.1502,debt_consolidation,C,50000.0,0.65,10+ years,14.93,1,OWN,0
16000,0.1797,other,D,50000.0,0.746,9 years,16.47,0,MORTGAGE,0
10000,0.1273,credit_card,B,65000.0,0.748,1 year,19.9,0,RENT,0
2500,0.1056,credit_card,B,60000.0,0.305,10+ years,13.54,1,MORTGAGE,0
1200,0.0784,other,A,52000.0,0.001,2 years,11.17,0,MORTGAGE,0
9000,0.0611,credit_card,A,51000.0,0.713,10+ years,12.28,0,OWN,0
12000,0.2437,credit_card,E,34000.0,0.493,2 years,14.61,1,OWN,0
3000,0.1447,credit_card,C,60000.0,0.466,1 year,23.84,0,MORTGAGE,0
12000,0.1502,debt_consolidation,C,37000.0,0.401,10+ years,21.63,0,RENT,0
14000,0.1273,debt_consolidation,B,75000.0,0.588,10+ years,23.49,1,MORTGAGE,0
1000,0.1008,major_purchase,B,120000.0,0.35700000000000004,,6.2,0,MORTGAGE,0
12000,0.0784,home_improvement,A,91000.0,0.242,10+ years,5.08,1,MORTGAGE,0
12000,0.0808,debt_consolidation,A,50000.0,0.304,10+ years,9.39,0,MORTGAGE,0
15000,0.08460000000000001,debt_consolidation,A,105000.0,0.243,10+ years,2.35,1,MORTGAGE,0
9600,0.08460000000000001,credit_card,A,235000.0,0.316,10+ years,14.35,1,RENT,0
7800,0.0784,debt_consolidation,A,120000.0,0.318,5 years,10.85,0,MORTGAGE,0
10000,0.0721,debt_consolidation,A,80000.0,0.638,< 1 year,7.82,0,RENT,0
22500,0.08460000000000001,debt_consolidation,A,103000.0,0.7709999999999999,2 years,15.22,1,MORTGAGE,0
10000,0.1502,debt_consolidation,C,290000.0,0.523,7 years,7.61,0,MORTGAGE,0
10000,0.1008,debt_consolidation,B,60000.0,0.289,3 years,12.76,0,MORTGAGE,0
10000,0.0784,credit_card,A,43500.0,0.77,4 years,23.56,0,RENT,0
22400,0.19920000000000002,debt_consolidation,D,35000.0,0.898,5 years,12.76,0,RENT,0
25000,0.1447,debt_consolidation,C,70000.0,0.175,3 years,11.62,0,MORTGAGE,0
10000,0.1447,credit_card,C,150000.0,0.657,10+ years,4.1,0,MORTGAGE,0
20000,0.19920000000000002,debt_consolidation,D,65000.0,0.966,8 years,20.86,0,MORTGAGE,0
6500,0.1155,home_improvement,B,30000.0,0.375,2 years,12.96,0,MORTGAGE,0
12000,0.1155,debt_consolidation,B,78000.0,0.696,10+ years,8.55,0,RENT,0
20000,0.0784,debt_consolidation,A,60000.0,0.21600000000000003,4 years,17.28,0,MORTGAGE,0
16825,0.1691,credit_card,C,60000.0,0.816,6 years,35.32,0,RENT,0
10000,0.1502,debt_consolidation,C,80000.0,0.6940000000000001,8 years,32.97,0,RENT,0
34700,0.1691,debt_consolidation,C,71439.0,0.7609999999999999,10+ years,29.23,0,RENT,0
10000,0.1213,debt_consolidation,B,89482.0,0.531,4 years,13.43,0,RENT,0
2000,0.1894,debt_consolidation,D,29540.0,0.813,,19.09,0,RENT,0
10000,0.1356,debt_consolidation,C,40000.0,0.22399999999999998,4 years,29.51,0,RENT,0
20000,0.08460000000000001,home_improvement,A,55000.0,0.515,10+ years,22.85,0,MORTGAGE,0
5000,0.1008,debt_consolidation,B,56000.0,0.177,4 years,27.43,0,RENT,0
15000,0.0667,debt_consolidation,A,160000.0,0.441,10+ years,15.16,1,MORTGAGE,0
11000,0.1273,debt_consolidation,B,65000.0,0.39799999999999996,< 1 year,5.13,0,RENT,0
1000,0.1502,other,C,35000.0,0.001,5 years,0.93,0,RENT,0
10000,0.2534,medical,E,28000.0,0.063,4 years,2.7,0,RENT,0
21000,0.1155,debt_consolidation,B,85000.0,0.63,2 years,11.07,0,MORTGAGE,0
24000,0.0784,debt_consolidation,A,100000.0,0.293,1 year,17.86,0,RENT,0
5000,0.1502,credit_card,C,75000.0,0.267,10+ years,22.83,3,MORTGAGE,0
5000,0.0611,credit_card,A,40000.0,0.08900000000000001,10+ years,16.65,0,MORTGAGE,0
20000,0.2727,car,E,70000.0,0.772,10+ years,19.65,0,OWN,0
8000,0.1008,credit_card,B,126049.0,0.862,2 years,10.89,0,RENT,0
1500,0.0721,home_improvement,A,87000.0,0.434,10+ years,22.14,0,MORTGAGE,0
30000,0.1447,credit_card,C,107500.0,0.415,2 years,20.15,1,MORTGAGE,0
28000,0.08460000000000001,home_improvement,A,140000.0,0.373,,15.56,0,MORTGAGE,0
8000,0.1691,home_improvement,C,120000.0,0.7809999999999999,10+ years,18.66,0,OWN,0
24000,0.1155,debt_consolidation,B,87000.0,0.27,6 years,17.59,0,MORTGAGE,0
35000,0.1356,debt_consolidation,C,104200.0,0.36700000000000005,4 years,11.62,0,RENT,0
25000,0.08460000000000001,credit_card,A,52000.0,0.353,10+ years,17.72,1,RENT,0
15000,0.0683,credit_card,A,53100.0,0.384,10+ years,9.15,0,MORTGAGE,0
13600,0.1691,credit_card,C,61500.0,0.354,2 years,18.17,0,MORTGAGE,0
12000,0.0667,credit_card,A,142000.0,0.085,10+ years,2.1,0,MORTGAGE,0
6000,0.08460000000000001,credit_card,A,100000.0,0.08199999999999999,10+ years,22.91,1,MORTGAGE,0
3000,0.2631,other,E,62139.0,0.895,7 years,25.98,0,RENT,0
13500,0.0611,credit_card,A,69000.0,0.363,2 years,13.95,0,MORTGAGE,0
10000,0.23399999999999999,credit_card,E,100000.0,0.598,10+ years,22.36,0,MORTGAGE,0
15000,0.1356,debt_consolidation,C,76800.0,0.8809999999999999,< 1 year,20.81,0,MORTGAGE,0
12000,0.0667,debt_consolidation,A,40000.0,0.728,4 years,19.89,1,MORTGAGE,0
6400,0.0611,credit_card,A,100000.0,0.332,10+ years,29.62,1,MORTGAGE,0
30000,0.1155,credit_card,B,250001.0,0.5579999999999999,10+ years,15.93,1,OWN,0
22000,0.19920000000000002,debt_consolidation,D,103000.0,0.8859999999999999,3 years,7.42,0,MORTGAGE,0
4500,0.1047,credit_card,B,50000.0,0.536,2 years,5.9,0,RENT,0
12000,0.0667,car,A,75000.0,0.214,10+ years,11.41,0,MORTGAGE,0
2650,0.1106,credit_card,B,11844.0,0.223,,12.87,0,RENT,0
34000,0.1447,debt_consolidation,C,129000.0,0.7040000000000001,3 years,16.39,0,MORTGAGE,0
2500,0.0667,credit_card,A,57000.0,0.076,3 years,9.81,0,MORTGAGE,0
7000,0.0721,credit_card,A,55000.0,0.466,3 years,16.52,0,RENT,0
35000,0.1691,other,C,145500.0,0.017,4 years,12.45,0,RENT,0
9500,0.0784,debt_consolidation,A,24000.0,0.155,5 years,25.8,0,OWN,0
10000,0.1356,debt_consolidation,C,140000.0,0.262,6 years,6.61,1,MORTGAGE,0
19500,0.0611,credit_card,A,120000.0,0.701,3 years,20.79,5,MORTGAGE,0
5000,0.1691,small_business,C,35000.0,0.17,10+ years,24.62,2,MORTGAGE,0
40000,0.0611,credit_card,A,79642.0,0.6559999999999999,4 years,15.84,0,OWN,0
6050,0.08460000000000001,credit_card,A,150000.0,0.3,2 years,13.68,0,MORTGAGE,0
15000,0.1008,medical,B,72000.0,0.618,,7.7,0,MORTGAGE,0
18000,0.08460000000000001,credit_card,A,185000.0,0.584,< 1 year,20.34,2,MORTGAGE,0
12000,0.0721,home_improvement,A,90000.0,0.305,10+ years,26.47,0,MORTGAGE,0
13000,0.1502,car,C,47100.0,0.361,10+ years,22.37,1,RENT,0
10000,0.1155,credit_card,B,75500.0,0.662,10+ years,29.12,0,RENT,0
28000,0.1047,credit_card,B,190000.0,0.91,7 years,23.53,0,MORTGAGE,0
20000,0.0784,debt_consolidation,A,85000.0,0.293,10+ years,23.38,0,MORTGAGE,0
6500,0.1047,credit_card,B,60000.0,0.6679999999999999,4 years,32.2,1,RENT,0
10000,0.1155,debt_consolidation,B,50000.0,0.58,< 1 year,6.22,0,RENT,0
20000,0.1273,credit_card,B,80000.0,0.631,5 years,17.31,0,MORTGAGE,0
25500,0.0721,credit_card,A,67008.0,0.667,10+ years,16.05,0,MORTGAGE,0
13000,0.1894,credit_card,D,45000.0,0.489,10+ years,21.65,0,RENT,0
18000,0.1273,debt_consolidation,B,200000.0,0.622,10+ years,26.02,0,MORTGAGE,0
20000,0.2235,credit_card,D,90000.0,0.48700000000000004,< 1 year,28.56,0,RENT,0
10500,0.1155,debt_consolidation,B,100000.0,0.6509999999999999,8 years,20.39,1,MORTGAGE,0
35000,0.1356,debt_consolidation,C,48000.0,0.68,5 years,20.48,0,OWN,0
12800,0.1356,credit_card,C,58000.0,0.469,< 1 year,23.42,0,RENT,0
10000,0.08460000000000001,debt_consolidation,A,45000.0,0.228,10+ years,9.55,0,RENT,0
18000,0.1008,credit_card,B,65000.0,0.6709999999999999,8 years,24.67,1,MORTGAGE,0
6000,0.1447,debt_consolidation,C,65000.0,0.18899999999999997,10+ years,12.81,0,RENT,0
12000,0.0784,debt_consolidation,A,68000.0,0.58,4 years,4.2,0,MORTGAGE,0
11200,0.16140000000000002,debt_consolidation,C,40000.0,0.529,3 years,28.17,1,RENT,0
2500,0.1047,debt_consolidation,B,42000.0,0.247,< 1 year,18.69,0,RENT,0
15000,0.1502,debt_consolidation,C,80000.0,0.298,6 years,16.74,0,MORTGAGE,0
6600,0.1155,debt_consolidation,B,238000.0,0.166,10+ years,6.95,0,MORTGAGE,0
16000,0.1007,credit_card,B,90000.0,0.106,10+ years,3.95,0,MORTGAGE,0
12000,0.1502,debt_consolidation,C,130000.0,0.866,< 1 year,21.26,0,MORTGAGE,0
11000,0.0611,credit_card,A,70000.0,0.52,10+ years,11.3,0,RENT,0
32000,0.1797,debt_consolidation,D,85000.0,,< 1 year,20.95,0,MORTGAGE,0
6500,0.0667,debt_consolidation,A,40000.0,0.371,,14.25,0,MORTGAGE,0
18500,0.2534,credit_card,E,126049.0,0.615,6 years,32.66,0,MORTGAGE,0
21000,0.19920000000000002,debt_consolidation,D,73000.0,0.314,10+ years,15.56,0,MORTGAGE,0
5000,0.0611,debt_consolidation,A,34000.0,0.159,,19.91,0,MORTGAGE,0
20000,0.1356,debt_consolidation,C,36000.0,0.07200000000000001,5 years,21.87,0,OWN,0
15000,0.1106,credit_card,B,90000.0,0.23,10+ years,10.75,1,MORTGAGE,0
15000,0.1502,debt_consolidation,C,89640.0,0.48100000000000004,10+ years,12.3,0,OWN,0
2500,0.2437,other,E,55000.0,0.633,10+ years,18.57,0,RENT,0
3000,0.2235,other,D,96000.0,0.6,2 years,15.33,2,MORTGAGE,0
6000,0.0611,credit_card,A,60000.0,0.076,1 year,5.06,0,MORTGAGE,0
32000,0.16140000000000002,debt_consolidation,C,84000.0,0.225,1 year,12.94,0,RENT,0
2500,0.1691,debt_consolidation,C,69000.0,0.21600000000000003,1 year,14.07,2,RENT,0
35000,0.1008,debt_consolidation,B,56000.0,0.358,10+ years,31.54,0,RENT,0
14250,0.1008,debt_consolidation,B,50000.0,0.645,10+ years,14.62,0,RENT,0
17000,0.08460000000000001,credit_card,A,61500.0,0.606,10+ years,33.85,0,OWN,0
18000,0.1894,debt_consolidation,D,45000.0,0.405,10+ years,31.33,0,OWN,0
11000,0.2089,credit_card,D,50000.0,0.366,3 years,17.52,0,RENT,0
32000,0.19920000000000002,home_improvement,D,95000.0,0.45,3 years,29.95,0,OWN,0
20000,0.1273,debt_consolidation,B,135000.0,0.53,10+ years,15.26,1,MORTGAGE,0
5000,0.1273,home_improvement,B,50000.0,0.37200000000000005,8 years,25.06,0,MORTGAGE,0
30000,0.1273,other,B,132000.0,0.133,10+ years,12.36,1,MORTGAGE,0
10000,0.1356,debt_consolidation,C,45000.0,0.062,3 years,10.35,1,OWN,0
3600,0.1356,debt_consolidation,C,31600.0,0.462,10+ years,8.01,0,RENT,0
13000,0.1008,credit_card,B,47500.0,0.625,< 1 year,17.81,0,RENT,0
15000,0.2089,debt_consolidation,D,97000.0,0.616,10+ years,11.51,0,OWN,0
14400,0.2235,debt_consolidation,D,50000.0,0.337,2 years,26.98,0,RENT,0
5000,0.1447,debt_consolidation,C,26500.0,0.738,4 years,5.12,0,RENT,0
12000,0.1894,credit_card,D,60000.0,0.095,1 year,8.56,0,RENT,0
9600,0.2089,credit_card,D,38000.0,0.86,1 year,17.12,0,OWN,0
4700,0.0611,credit_card,A,79000.0,0.193,10+ years,8.69,0,RENT,0
25000,0.2235,debt_consolidation,D,55000.0,0.983,1 year,13.88,0,MORTGAGE,0
13000,0.0721,debt_consolidation,A,79000.0,0.251,3 years,19.05,0,MORTGAGE,0
11000,0.1797,debt_consolidation,D,33000.0,0.201,2 years,10.91,0,MORTGAGE,0
5000,0.16140000000000002,other,C,105000.0,0.449,10+ years,39.09,0,MORTGAGE,0
7000,0.1894,debt_consolidation,D,97000.0,0.55,3 years,25.65,0,MORTGAGE,0
16050,0.3075,debt_consolidation,F,30000.0,0.872,4 years,35.4,0,RENT,0
2750,0.16140000000000002,debt_consolidation,C,94000.0,0.56,10+ years,6.51,5,RENT,0
12500,0.1007,credit_card,B,80000.0,0.272,4 years,13.38,0,MORTGAGE,0
7000,0.1447,debt_consolidation,C,108000.0,0.7290000000000001,10+ years,16.69,0,OWN,0
12000,0.1155,credit_card,B,105000.0,0.414,8 years,9.17,0,MORTGAGE,0
15000,0.0721,credit_card,A,77000.0,0.581,8 years,15.09,1,MORTGAGE,0
13000,0.1691,debt_consolidation,C,145000.0,0.562,7 years,16.25,2,MORTGAGE,0
14000,0.0667,credit_card,A,47800.0,0.619,< 1 year,18.3,1,RENT,0
18000,0.1273,debt_consolidation,B,65000.0,0.243,< 1 year,11.34,0,RENT,0
10000,0.1894,credit_card,D,100000.0,0.4,9 years,26.62,0,MORTGAGE,0
40000,0.08460000000000001,debt_consolidation,A,63058.0,0.698,2 years,20.1,0,MORTGAGE,0
8000,0.08460000000000001,credit_card,A,90000.0,0.209,8 years,19.5,0,MORTGAGE,0
12000,0.19920000000000002,debt_consolidation,D,75000.0,0.436,10+ years,34.02,2,OWN,0
40000,0.0611,debt_consolidation,A,120000.0,0.158,3 years,12.63,0,MORTGAGE,0
3500,0.1447,moving,C,35000.0,0.368,5 years,31.72,0,RENT,0
5000,0.1273,other,B,220000.0,0.29100000000000004,5 years,14.85,0,RENT,0
25600,0.19920000000000002,debt_consolidation,D,110000.0,0.633,< 1 year,35.0,0,OWN,0
10000,0.16140000000000002,medical,C,60000.0,0.07200000000000001,6 years,26.28,2,RENT,0
35000,0.1797,debt_consolidation,D,68000.0,0.28800000000000003,3 years,20.9,0,RENT,0
4000,0.2581,debt_consolidation,E,130000.0,0.87,2 years,11.75,0,RENT,0
35000,0.1105,debt_consolidation,B,250000.0,0.57,8 years,12.4,0,OWN,0
25000,0.16140000000000002,debt_consolidation,C,65000.0,0.435,< 1 year,24.58,0,OWN,0
2500,0.0667,credit_card,A,35000.0,0.098,1 year,19.34,0,RENT,0
15000,0.2727,debt_consolidation,E,100000.0,0.47100000000000003,3 years,12.04,1,MORTGAGE,0
8000,0.1008,debt_consolidation,B,50000.0,0.469,5 years,7.08,0,OWN,0
5000,0.1502,home_improvement,C,55000.0,0.535,7 years,31.79,0,MORTGAGE,0
22000,0.1008,debt_consolidation,B,65000.0,0.3,10+ years,22.66,0,RENT,0
16000,0.1306,debt_consolidation,C,32000.0,0.337,1 year,29.48,0,RENT,0
10500,0.1356,debt_consolidation,C,131000.0,0.243,10+ years,15.57,0,MORTGAGE,0
18000,0.19920000000000002,debt_consolidation,D,100000.0,0.255,3 years,6.84,0,RENT,0
7500,0.1942,debt_consolidation,D,60000.0,0.9690000000000001,2 years,13.34,3,RENT,0
10000,0.1447,credit_card,C,28000.0,0.43799999999999994,5 years,35.49,0,RENT,0
25000,0.2631,debt_consolidation,E,95000.0,0.523,8 years,19.66,1,RENT,0
9025,0.2534,debt_consolidation,E,14400.0,0.7120000000000001,,37.67,0,OWN,0
10000,0.1502,debt_consolidation,C,68000.0,0.588,10+ years,36.71,0,MORTGAGE,0
8000,0.0784,credit_card,A,76455.0,0.284,< 1 year,14.31,0,MORTGAGE,0
8000,0.1894,debt_consolidation,D,15072.0,0.47700000000000004,,25.08,0,RENT,0
15000,0.1356,debt_consolidation,C,100000.0,0.5770000000000001,< 1 year,9.13,0,OWN,0
10500,0.1106,other,B,90000.0,0.152,4 years,22.0,0,OWN,0
6750,0.1502,debt_consolidation,C,33000.0,0.573,10+ years,16.91,0,MORTGAGE,0
12000,0.0784,debt_consolidation,A,86000.0,0.159,3 years,17.65,0,RENT,0
5000,0.08460000000000001,debt_consolidation,A,30000.0,0.184,10+ years,16.12,0,MORTGAGE,0
3500,0.0667,small_business,A,55748.0,0.163,10+ years,9.95,0,RENT,0
21000,0.0784,debt_consolidation,A,73000.0,0.382,3 years,11.24,0,MORTGAGE,0
10500,0.1502,debt_consolidation,C,70000.0,0.502,5 years,10.82,0,RENT,0
25000,0.1008,debt_consolidation,B,77168.0,0.445,6 years,18.69,0,RENT,0
27700,0.2235,credit_card,D,80278.0,0.7290000000000001,10+ years,38.35,0,MORTGAGE,0
10000,0.0611,credit_card,A,59000.0,0.645,2 years,17.74,1,MORTGAGE,0
16000,0.1942,debt_consolidation,D,50000.0,0.7240000000000001,10+ years,27.34,0,RENT,0
7000,0.0784,credit_card,A,33000.0,0.359,5 years,30.51,1,OWN,0
16000,0.2235,debt_consolidation,D,64250.0,0.419,5 years,28.5,0,RENT,0
20000,0.1691,credit_card,C,47000.0,0.7,7 years,9.47,0,RENT,0
6500,0.1213,debt_consolidation,B,85000.0,0.812,10+ years,3.47,1,RENT,0
